DEMANDA,QUANTIDADE,DATA_SOLICITAÇÃO,PRAZO_DESEJADO,DATA_APROVAÇÃO,DATA_EMISSAO_NF,PREVISAO_ENTREGA,NUMERO_NF,FORNECEDOR,VALOR_TOTAL_COMPRA,VALOR_FRETE,CREDITO_ICMS,CNPJ_FATURADO,FORMA_PAGAMENTO,NUMERO_PARCELAS,VALOR_UNITARIO,UNIDADES,CATEGORIA_COMPRAS,CATEGORIA_MATERIAL_PCP
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,50000,06/01/2025,21/11/2024,11/12/2024,04/02/2025,17/01/2025,1110702,Mundial SA Produtos de Consumo,5602.2,0,473.32,Mar,Boleto,3,0.11,UNIDADES,Resto,REBITE
Saco Adesivado 15x15 - Calendario Mesa,1000,28/11/2024,22/11/2024,26/11/2024,26/11/2024,26/11/2024,37880,Prodesc Benfica Embalagens Ltda Me,150,0,0,Bela,Pix,1,0.15,UNIDADES,Embalagens,SACO ADESIVADO
Percalux Verde Petróleo 180g/m2 Bob 1400 mm,30,29/11/2024,25/11/2024,12/12/2024,13/12/2024,13/12/2024,14963,Jafi Decorações,525,0,0,Elohim,Pix,1,17.5,METROS,Sintéticos,COURO
MP002 FITA DE CETIM Nº1 7MMVerde Musgo - cód. 108 Kit-7MM,300,25/11/2024,25/11/2024,25/11/2024,25/11/2024,25/11/2024,25171,Parco Comércio e Serviços,38.97,0,4.68,Gomes,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVerde Musgo - cód. 108 Kit-7MM,300,27/11/2024,25/11/2024,25/11/2024,29/11/2024,29/11/2024,111927,Castro e Castro,29.97,0,3.27,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP126 Percalux Preto 180g/m2 Bob 1300 mmUNICA-U,150,02/12/2024,25/11/2024,26/11/2024,27/11/2024,02/12/2024,14902,Jafi Decorações,2625,0,0,Elohim,Pix,1,17.5,METROS,Sintéticos,COURO
Percalux Verde Pinho 180g/m2 Bob 1400 mm,30,02/12/2024,27/11/2024,28/12/2024,05/12/2024,10/12/2024,14934,Jafi Decorações,525,0,0,Elohim,Pix,1,17.5,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Verde Bandeira - São José-U,1000,30/12/2024,27/11/2024,26/11/2024,05/12/2024,21/12/2024,157506,Fábrica de Elásicos São José,454.6,,54.55,Mar,Boleto,6,0.45,METROS,Aviamentos,ELASTICO
MP111 PELICA CARAMELO 180G/M2 BOB 1300 MMUNICA-U,400,14/12/2024,27/11/2024,03/12/2024,10/12/2024,14/12/2024,26342,Buritama Sintéticos,5945.65,174.99,691.02,Mar,Boleto,3,14.86,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Verde Bandeira - São José-U,100,09/12/2024,27/11/2024,09/12/2024,,09/12/2024,111890,Parco Comércio e Serviços,54.9,,,Projeto,Cartão,1,0.55,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMVerde Bandeira - Cód. 118 Kit-4MM,50,09/12/2024,27/11/2024,02/12/2024,02/12/2024,02/12/2024,80981,Parco Comércio e Serviços,12.99,0,1.56,Projeto,Cartão,1,0.26,METROS,Aviamentos,FITA DE CETIM
MP003 ELASTICO Nº 12Verde Limão - São José-U,20,05/12/2024,27/11/2024,03/12/2024,06/12/2024,09/12/2024,325043,DSJ Londrina,12.18,,1.51,Universo,Pix,1,0.61,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMVerde Folha - Cod 76 Kit-4MM,20,05/12/2024,27/11/2024,02/12/2024,02/12/2024,02/12/2024,80981,Parco Comércio e Serviços,12.99,0,1.56,Projeto,Cartão,1,0.65,METROS,Resto,FITA DE CETIM
Percalux Cinza Granito 180g/m2 Bob 1400 mm,30,04/12/2024,29/11/2024,28/11/2024,05/12/2024,10/12/2024,14934,Jafi Decorações,525,0,0,Elohim,Pix,1,17.5,METROS,Sintéticos,COURO
MP004 ILHOS Nº 54BRANCO-U,10000,12/12/2024,02/12/2024,02/12/2024,02/12/2024,02/12/2024,80981,Parco Comércio e Serviços,245.9,0,29.51,Projeto,Cartão,1,0.02,UNIDADES,Resto,ILHOS
MP099 PELICA PRETA 180G/M2 Bob 1300 MM - COR 124UNICA-U,1000,23/01/2025,02/12/2024,03/12/2024,13/01/2025,23/01/2025,26462,Buritama Sintéticos,11891.3,450,1382.04,Mar,Boleto,3,11.89,METROS,Sintéticos,COURO
20575 Percalux Azul Marinho 180g/m2 Bob 1400 mm - ESCUROUNICA-U,15,06/12/2024,02/12/2024,12/12/2024,13/12/2024,13/12/2024,14963,Jafi Decorações,262.5,0,0,Elohim,Pix,1,17.5,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Vermelho - São José-U,100,06/12/2024,02/12/2024,09/12/2024,,09/12/2024,111890,Parco Comércio e Serviços,69.9,,,Projeto,Cartão,1,0.7,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMVermelha - Cód. 26 Kit-4MM,100,06/12/2024,02/12/2024,05/12/2024,05/12/2024,09/12/2024,112577,Castro e Castro,9.99,0,1.09,Mar,Boleto,2,0.1,METROS,Resto,FITA DE CETIM
20347 PEVECRON - CEDRO PRETO 180G/M2 BOB 1400 MMUNICA-U,100,10//01/2025,04/12/2024,06/12/2024,09/01/2025,13/01/2025,8102,Belo Plástico,3175,0,0,Mar,Pix,1,31.75,METROS,Sintéticos,COURO
MP003 ELASTICO Nº 12Verde Bandeira - São José-U,100,10/12/2024,06/12/2024,09/12/2024,,09/12/2024,111890,Parco Comércio e Serviços,69.9,,,Projeto,Cartão,1,0.7,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMVinho - Cód. 37 Kit-4MM,200,02/12/2024,21/11/2024,09/12/2024,,09/12/2024,111890,Parco Comércio e Serviços,25.98,,,Projeto,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVerde Piscina - Cód. 232 Prógresso-7MM,200,22/11/2024,13/11/2024,28/12/2024,,09/12/2024,,DSJ Londrina,21.98,,,Universo,Boleto,1,0.11,METROS,Aviamentos,FITA DE CETIM
20378 WIRE-O - BOBINA PRETAUNICA-3/4,2,16/12/2024,10/12/2024,12/12/2024,16/12/2024,19/12/2024,212547,Lassane,822.48,130.62,95.59,Mar,Boleto,1,411.24,CAIXAS,Wire-o,WIRE-O
Percalux Verde Pinho 180g/m2 Bob 1400 mm,22,06/01/2024,13/12/2024,17/12/2024,02/01/2025,06/01/2025,14993,Jafi Decorações,385,0,0,Elohim,Pix,1,17.5,METROS,Sintéticos,COURO
Percalux Verde Petróleo 180g/m2 Bob 1400 mm,100,06/01/2024,13/12/2024,17/12/2024,02/01/2025,06/01/2025,14993,Jafi Decorações,1750,0,0,Elohim,Pix,1,17.5,METROS,Sintéticos,COURO
MP126 Percalux Preto 180g/m2 Bob 1300 mmUNICA-U,25,06/01/2024,13/12/2024,17/12/2024,02/01/2025,06/01/2025,14993,Jafi Decorações,437.5,0,0,Elohim,Pix,1,17.5,METROS,Sintéticos,COURO
MP126 Percalux Preto 180g/m2 Bob 1300 mmUNICA-U,150,15/01/2024,13/12/2024,17/12/2024,02/01/2025,06/01/2025,14993,Jafi Decorações,2625,0,0,Elohim,Pix,1,17.5,METROS,Sintéticos,COURO
MP126 Percalux Preto 180g/m2 Bob 1300 mmUNICA-U,30,13/12/2024,12/12/2024,13/12/2024,13/12/2024,13/12/2024,14963,Jafi Decorações,525,0,0,Elohim,Pix,1,17.5,METROS,Sintéticos,COURO
Papelao 1250 g/m2 800 x 1000 - 1.90mm,5000,21/01/2025,29/11/2024,02/12/2024,27/01/2025,21/01/2025,39383,Papelão União,24383.52,1749.5,3118.87,Asaliah,Boleto,4,4.88,CHAPAS,Papelão,PAPELAO
Papelao 1250 g/m2 700 x 1100 - 1.5mm,3150,21/01/2025,29/11/2024,02/12/2024,27/01/2025,21/01/2025,39383,Papelão União,12364.23,887.12,1581.49,Asaliah,Boleto,4,3.93,CHAPAS,Papelão,PAPELAO
MP431 PAPELAO CORTADO 27X38 - COLEGIAL 17X24UNICA-U,11400,21/01/2025,29/11/2024,02/12/2024,27/01/2025,21/01/2025,39383,Papelão União,6414.15,457.52,820.42,Asaliah,Boleto,4,0.56,UNIDADES,Papelão,PAPELAO
MP434 PAPELAO CORTADO 29X23.5 - CADERNETA 14X21/9X13UNICA-U,24000,21/01/2025,29/11/2024,02/12/2024,27/01/2025,21/01/2025,39383,Papelão União,11459.05,819.65,1465.71,Asaliah,Boleto,4,0.48,UNIDADES,Papelão,PAPELAO
MP435 PAPELAO CORTADO 36.5X23.5 - ORG.A5/WIRE-O.A5/PLAN17X19.5UNICA-U,24000,21/01/2025,29/11/2024,02/12/2024,27/01/2025,21/01/2025,39383,Papelão União,14379.19,1031.65,1839.22,Asaliah,Boleto,4,0.6,UNIDADES,Papelão,PAPELAO
MP437 PAPELAO CORTADO 43X27 - FICHARIO A5/17X24/CAD.OGR17X24UNICA-U,4000,21/01/2025,29/11/2024,02/12/2024,27/01/2025,21/01/2025,39383,Papelão União,3329.74,236.54,425.9,Asaliah,Boleto,4,0.83,UNIDADES,Papelão,PAPELAO
MP438 PAPELAO CORTADO 43X30 - CADERNO UNIVERSITARIO 20X28UNICA-U,3800,21/01/2025,29/11/2024,02/12/2024,27/01/2025,21/01/2025,39383,Papelão União,3285.66,233.23,420.26,Asaliah,Boleto,4,0.86,UNIDADES,Papelão,PAPELAO
20380 WIRE-O - BOBINA BRANCAUNICA-3/4,2,10/01/2025,06/01/2025,08/01/2025,13/01/2024,17/01/2025,213642,Lassane,764.63,51,23.92,Elohim,Boleto,3,382.32,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/4,3,10/01/2025,06/01/2025,08/01/2025,13/01/2024,17/01/2025,213642,Lassane,1146.95,76.5,35.88,Elohim,Boleto,3,382.32,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-5/8,3,10/01/2025,06/01/2025,08/01/2025,13/01/2024,17/01/2025,213642,Lassane,1502.8,100.23,47,Elohim,Boleto,3,500.93,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,8,10/01/2025,06/01/2025,08/01/2025,17/01/2025,27/01/2025,214037,Lassane,2890.93,294.73,335.99,Elohim,Boleto,3,361.37,CAIXAS,Wire-o,WIRE-O
20381 WIRE-O - BOBINA PRATAUNICA-7/8,2,10/01/2025,06/01/2025,08/01/2025,13/01/2024,27/01/2025,213642,Lassane,738.07,49.23,23.08,Elohim,Boleto,3,369.04,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,5,10/01/2025,06/01/2025,08/01/2025,13/01/2024,17/01/2025,213642,Lassane,1786.69,119.16,55.88,Elohim,Boleto,3,357.34,CAIXAS,Wire-o,WIRE-O
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,300,15/01/2025,10/01/2025,13/01/2025,,15/01/2025,,Parco Comércio e Serviços,29.97,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Royal - cód. 40-7MM,200,15/01/2025,10/01/2025,13/01/2025,,15/01/2025,,Parco Comércio e Serviços,19.98,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMarrom - cód. 32-7MM,200,15/01/2025,10/01/2025,14/01/2024,,14/01/2025,116234,Parco Comércio e Serviços,9.99,,,Natural,Cartão,1,0.05,METROS,Aviamentos,FITA DE CETIM
20378 WIRE-O - BOBINA PRETAUNICA-9/16,2,24/01/2025,13/01/2025,14/01/2025,,24/01/2025,4636,Lassane,943.52,48.91,,Elohim,Boleto,3,471.76,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-3/4,2,24/01/2025,13/01/2025,14/01/2025,21/01/2025,24/01/2025,214218,Lassane,691.86,34.33,96.37,Elohim,Boleto,3,345.93,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,5,24/01/2025,13/01/2025,14/01/2025,16/01/2025,24/01/2025,213929,Lassane,1616.64,175,62.07,Elohim,Boleto,3,323.33,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-9/16,8,24/01/2025,14/01/2025,17/01/2025,16/01/2025,23/01/2025,213929,Lassane,3774.08,350,108.8,Elohim,Boleto,4,471.76,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,5,24/01/2025,14/01/2025,21/01/2025,21/01/2025,29/01/2025,214218,Lassane,1616.64,0,204.29,Elohim,Boleto,3,323.33,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,4,24/01/2025,14/01/2025,17/01/2025,16/01/2025,23/01/2025,213929,Lassane,1293.31,175,40.71,Elohim,Boleto,4,323.33,CAIXAS,Wire-o,WIRE-O
20381 WIRE-O - BOBINA PRATAUNICA-7/8,3,24/01/2025,14/01/2025,24/01/2025,21/01/2025,27/01/2025,214218,Lassane,1001.73,354.37,126.58,Elohim,Boleto,3,333.91,CAIXAS,Wire-o,WIRE-O
MP003 ELASTICO Nº 12Amarelo Ouro - São José-U,300,14/02/2025,14/01/2025,16/01/2025,20/01/2025,14/02/2025,158492,Armarinho São José,136.38,,,Mar,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Royal - São José-U,400,14/02/2025,14/01/2025,16/01/2024,,14/02/2025,158492,Armarinho São José,181.84,,,Mar,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Dourado - São José-U,2500,14/02/2025,14/01/2025,16/01/2025,,14/02/2025,158492,Armarinho São José,1557,,,Mar,Boleto,3,0.62,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marfim - São José-U,300,14/02/2025,14/01/2025,16/01/2025,,14/02/2025,158492,Armarinho São José,136.38,,,Mar,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,700,14/02/2025,14/01/2025,16/01/2025,,14/02/2025,158492,Armarinho São José,318.22,,,Mar,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Preto - São José-U,3000,14/02/2025,14/01/2025,1/6/01/2025,,14/02/2025,158492,Armarinho São José,1363.8,,,Mar,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Rosa Bebê - São José-U,400,14/02/2025,14/01/2025,16/01/2025,,14/02/2025,158492,Armarinho São José,181.84,,,Mar,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Agua - São José-U,400,14/02/2025,14/01/2025,16/01/2025,,14/02/2025,158492,Armarinho São José,181.84,,,Mar,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,600,14/02/2025,14/01/2025,16/01/0225,,14/02/2025,158492,Armarinho São José,272.76,,,Mar,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vermelho - São José-U,200,14/02/2025,14/01/2025,16/01/2025,,14/02/2025,158492,Armarinho São José,90.92,,,Mar,Boleto,3,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Vinho - Monitex-U,600,27/01/2025,14/01/2025,05/02/2025,07/02/2025,10/02/2025,4918,Elásticos Monitex,433.33,0,1.43,Elohim,Boleto,1,0.72,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Bandeira - São José-U,300,27/01/2025,14/01/2025,11/05/2025,,18/02/2025,393304,DSJ Londrina,182.7,,,Universo,Cartão,3,0.61,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMVermelha - Cód. 26 Kit-4MM,400,24/01/2025,14/01/2025,16/01/2025,17/01/2025,21/01/2025,116855,Castro e Castro,39.96,0,4.36,Mar,Boleto,3,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAmarelo Ouro - Cód. 132 Kit-4MM,300,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,29.97,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Marinho - Cód. 120 Kit-4MM,300,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,29.97,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,300,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,29.97,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMDourada - Cód. 87 Kit-4MM,500,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,49.95,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarrom - cód. 32-4MM,500,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,49.95,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMPreta - Cód. 39-4MM,2000,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,199.8,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMRosa Bebê - Cód. 04 Kit-4MM,300,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,29.97,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,300,24/01/2025,14/01/2025,07/02/2025,11/02/2025,11/02/2025,921747,Parco Comércio e Serviços,38.97,0,4.67,Natural,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVinho - Cód. 37 Kit-4MM,500,24/01/2025,14/01/2025,07/02/2025,11/02/2025,11/02/2025,921747,Parco Comércio e Serviços,64.95,0,7.79,Natural,Cartão,1,0.13,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAmarelo Ouro - Cód. 132 Kit-7MM,300,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,29.97,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMDourada - Cód. 87 Kit-7MM,1000,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,99.9,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMarrom - cód. 32-7MM,500,24/01/2025,14/01/2025,12/02/2025,,14/02/2025,120201,Parco Comércio e Serviços,49.95,,,Mar,Boleto,1,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Piscina - Cód. 232 Prógresso-4MM,300,24/01/2025,14/01/2025,11/02/2025,,18/02/2025,393304,DSJ Londrina,35.94,15.28,,Universo,Cartão,3,0.12,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Royal - cód. 40-7MM,200,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,19.98,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarfim - Cód.02 Kit-4MM,100,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,9.99,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Bandeira - Cód. 118 Kit-4MM,300,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,29.97,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMRosa Bebê - Cód. 04 Kit-7MM,100,24/01/2025,14/01/2025,16/01/2025,,21/01/2025,116855,Parco Comércio e Serviços,9.99,,,Mar,Boleto,2,0.1,METROS,Aviamentos,FITA DE CETIM
Saco Adesivado 15x15 - Calendario Mesa,500,21/01/2025,14/01/2025,28/01/2025,,29/01/2025,38351,Prodesc Benfica Embalagens Ltda Me,75,,,Bela,Boleto,1,0.15,UNIDADES,Embalagens,SACO ADESIVADO
Saco Adesivado 15x24 Aba - Meu Pequeno Cicero,2000,21/01/2025,14/01/2025,15/01/2025,16/01/2025,21/01/2025,9749,Brumar Comercio de Embalagens Ltda,300,0,0,Natural,Boleto,1,0.15,UNIDADES,Embalagens,SACO ADESIVADO
20336 FERRAGEM A5UNICA-U,5000,27/01/2025,14/01/2025,17/01/2025,23/01/2025,31/01/2025,4366,Naxan,16900,215,0,Bruniel,Boleto,3,3.38,UNIDADES,Resto,FERRAGEM
20337 FERRAGEM 17X24UNICA-U,5000,27/01/2025,14/01/2025,17/01/2025,23/01/2025,03/01/2025,4366,Naxan,17350,215,0,Bruniel,Boleto,3,3.47,UNIDADES,Resto,FERRAGEM
MP004 ILHOS Nº 54BRANCO-U,10000,03/02/2025,14/01/2025,16/01/2025,16/01/2025,21/01/2025,116836,Castro e Castro,245.9,0,26.82,Mar,Boleto,2,0.02,UNIDADES,Resto,ILHOS
MP004 ILHOS Nº 54PRATA-U,10000,03/02/2025,14/01/2025,16/01/2025,16/01/2025,21/01/2025,116836,Castro e Castro,245.9,0,26.83,Mar,Boleto,2,0.02,UNIDADES,Resto,ILHOS
MP004 ILHOS Nº 54PRETO-U,10000,03/02/2025,14/01/2025,16/01/2025,16/01/2025,21/01/2025,116836,Castro e Castro,245.9,0,26.83,Mar,Boleto,2,0.02,UNIDADES,Resto,ILHOS
MP133 PERCALUX HAVANA 180G/M2 BOB 1300 MMUNICA-U,400,03/02/2025,14/01/2025,17/01/2025,30/01/2025,03/02/2025,26586,Buritama Sintéticos,4390.19,250,510.24,Elohim,Boleto,3,10.98,METROS,Sintéticos,COURO
20378 WIRE-O - BOBINA PRETAUNICA-1,10,27/01/2025,15/01/2025,17/01/2025,29/01/2025,30/01/2025,214824,Lassane,3270.98,352.72,380.17,Elohim,Boleto,3,327.1,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-1,10,27/01/2025,15/01/2025,17/01/2025,27/01/2025,30/01/2025,214623,Lassane,3270.98,352.72,380.17,Elohim,Boleto,3,327.1,CAIXAS,Wire-o,WIRE-O
MP001 FITA DE CETIM Nº0 4MMLaranja - Cód. 25 Kit-4MM,100,23/01/2025,16/01/2025,17/01/2025,,21/01/2024,918747,Parco Comércio e Serviços,12.99,,,Natural,Cartão,1,0.13,METROS,Papel,FITA DE CETIM
20378 WIRE-O - BOBINA PRETAUNICA-1,5,10/02/2025,16/01/2025,04/02/2025,,10/02/2025,4662,Lassane,1406.16,139.9,,Bruniel,Boleto,4,281.23,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-3/4,3,10/02/2025,16/01/2025,04/02/2025,,10/02/2025,4662,Lassane,1103.95,99.89,,Bruniel,Boleto,4,367.98,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-5/8,5,10/02/2025,16/01/2025,04/02/2025,,10/02/2025,4662,Lassane,2410.76,218.15,,Bruniel,Boleto,4,482.15,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,6,10/02/2025,16/01/2025,04/02/2025,,10/02/2025,4662,Lassane,2063.63,186.73,,Bruniel,Boleto,4,343.94,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,10,10/02/2025,16/01/2025,07/02/2025,07/02/2025,14/02/2025,215507,Lassane,3128.16,336.21,403.22,Bruniel,Boleto,4,312.82,CAIXAS,Wire-o,WIRE-O
20381 WIRE-O - BOBINA PRATAUNICA-7/8,8,10/02/2025,16/01/2025,04/02/2025,,10/02/2025,4662,Lassane,2889.1,261.43,,Bruniel,Boleto,4,361.14,CAIXAS,Wire-o,WIRE-O
Percalux Azul Noturno 180g/m2 Bob 1400 mm,50,27/01/2025,23/01/2025,22/01/2025,,24/01/2025,15050,Jafi Decorações,875,,,Elohim,Cartão,1,17.5,METROS,Sintéticos,COURO
20378 WIRE-O - BOBINA PRETAUNICA-3/4,5,10/02/2025,30/01/2025,07/02/2025,07/02/2025,14/02/2025,215507,Lassane,1673.42,168.1,215.7,Bruniel,Boleto,4,334.68,CAIXAS,Wire-o,WIRE-O
Papelao Kraft 625g/m2 800 x 1000 - Himasa,4000,10/02/2025,05/02/2025,05/02/2025,14/02/2025,17/02/2025,39601,Papelão União,17656.33,1250,2055.72,Bruniel,Boleto,4,4.41,FOLHAS,Papelão,PAPELAO
MP115 Percalux Areia 33 180g/m2 Bob 1400 mmUNICA-U,15,12/02/2025,06/02/2025,07/02/2025,10/02/2025,10/02/2025,15104,Jafi Decorações,262.5,0,0,Elohim,Cartão,1,17.5,METROS,Sintéticos,COURO
20378 WIRE-O - BOBINA PRETAUNICA-1,5,21/02/2025,13/02/2025,13/02/2025,24/02/2025,26/02/2025,216339,Lassane,1552.9,146.74,180.48,Bruniel,Boleto,4,310.58,UNIDADES,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-1,5,21/02/2025,13/02/2025,13/02/2025,24/02/2025,26/02/2025,216339,Lassane,1552.9,146.74,180.48,Bruniel,Boleto,4,310.58,UNIDADES,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-5/8,5,21/02/2025,13/02/2025,13/02/2025,24/02/2025,26/02/2025,216339,Lassane,2421.43,228.81,281.42,Bruniel,Boleto,4,484.29,UNIDADES,Wire-o,WIRE-O
MP001 FITA DE CETIM Nº0 4MMVerde Folha - Cod 76 Kit-4MM,50,17/02/2025,13/02/2025,17/02/2025,,19/02/2025,120741,Parco Comércio e Serviços,9.99,,,Mar,Boleto,1,0.2,METROS,Aviamentos,FITA DE CETIM
Percalux Verde Petróleo 180g/m2 Bob 1400 mm,15,20/02/2025,17/02/2025,19/02/2024,20/02/2025,21/02/2025,15150,Jafi Decorações,265.5,0,0,Bela,Cartão,2,17.7,METROS,Sintéticos,COURO
MP132 Percalux Verde Bandeira 180g/m2 Bob 1400 mmUNICA-U,23,21/02/2025,18/02/2025,19/02/2025,20/02/2025,21/02/2025,15150,Jafi Decorações,402.5,0,0,Elohim,Cartão,2,17.5,METROS,Sintéticos,COURO
20378 WIRE-O - BOBINA PRETAUNICA-1 1/4,2,19/03/2025,21/02/2025,27/02/2025,14/03/2025,19/03/2025,217210,Lassane,463.59,48.62,59.51,Natural,Boleto,3,231.8,UNIDADES,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-1,8,19/03/2025,21/02/2025,27/02/2025,14/03/2025,19/03/2025,217210,Lassane,2114.71,211.81,271.45,Natural,Boleto,3,264.34,UNIDADES,Wire-o,WIRE-O
